pre,post,synapses,size_sum
RMGR,BWM-DR04,3,196959
RMGR,BWM-DR06,2,21277
RMGR,BWM-DR08,2,14875
RMGR,BWM-VR04,5,364462
RMGR,BWM-VR06,2,64262
RMGR,PVCR,1,81780
RMGR,RIAL,1,4853
RMGR,RMDL,4,335690
RMGR,RMDVL,1,78708
RMGR,RMDVR,3,277229
RMGR,RMFL,1,6495
RMGR,SAADL,2,254867
RMGR,SIBVR,1,48127
RMGR,SMDVL,1,469705
RMHL,AVAL,1,120917
RMHL,AVAR,1,3757
RMHL,BWM-DR02,6,363591
RMHL,BWM-VR02,5,277155
RMHL,CEPDR,1,4679
RMHL,IL1DR,1,46591
RMHL,IL1R,4,161678
RMHL,RICL,2,283663
RMHL,RICR,1,94434
RMHL,RMDDL,2,10420
RMHL,RMDR,8,927850
RMHL,RMDVL,2,68097
RMHL,RMDVR,2,24324
RMHL,RMEL,1,2183
RMHL,RMFL,3,324753
RMHL,SIBVR,1,82024
RMHL,SMDDR,2,29969
RMHL,URADR,1,37914
RMHR,ADEL,1,30341
RMHR,BWM-DL02,5,1027061
RMHR,BWM-VL02,7,928043
RMHR,IL1L,3,49499
RMHR,RMDDL,1,58871
RMHR,RMDDR,2,54116
RMHR,RMDL,8,765945
RMHR,RMDR,2,259792
RMHR,RMDVL,1,42650
RMHR,RMER,1,53378
RMHR,RMFR,3,389507
RMHR,RMHL,1,124000
SAADL,ADAR,1,11649
SAADL,AIBL,2,56157
SAADL,AVAL,3,585719
SAADL,AVAR,1,131722
SAADL,AVDL,2,43643
SAADL,OLLR,4,156657
SAADL,RIML,5,950775
SAADL,RIMR,4,765248
SAADL,RMFR,4,146496
SAADL,RMGR,1,123358
SAADL,SAADR,2,24106
SAADL,SIAVR,1,29271
SAADR,AIBR,1,998
SAADR,AVAL,2,214120
SAADR,AVAR,3,268477
SAADR,RID,3,304998
SAADR,RIML,2,65613
SAADR,RIMR,3,101076
SAADR,RMFL,3,328636
SAADR,RMGL,2,126482
SAAVL,ADAR,1,7831
SAAVL,AVAL,8,800285
SAAVL,RIML,2,179633
SAAVL,RIMR,4,221518
SAAVL,RMFR,1,5969
SAAVL,SMDDR,5,233551
SAAVL,SMDVL,1,236813
SAAVR,AVAR,9,1027857
SAAVR,RIML,3,175483
SAAVR,RIMR,5,314365
SAAVR,RMFL,2,51141
SAAVR,SMBDL,1,4638
SAAVR,SMDDL,6,442516
SDQL,AIBR,2,195448
SDQL,AVAR,1,71955
SDQL,AVER,1,167238
SDQL,RIS,1,562400
SDQL,SMDDL,1,116560
SDQR,ADAL,1,143717
SDQR,AVBL,1,345939
SDQR,AVBR,2,515055
SDQR,DVA,2,283565
SDQR,RICL,1,12224
SDQR,SDQL,1,71500
SMBDL,ADAL,1,204000
SMBDL,ADAR,1,85216
SMBDL,AVBR,1,165055
SMBDL,AVJL,1,16129
SMBDL,BWM-DL05,1,26600
SMBDL,BWM-DR01,3,427182
SMBDL,BWM-DR02,3,72749
SMBDL,BWM-DR03,8,1251468
SMBDL,BWM-DR04,3,717217
SMBDL,BWM-DR05,8,721955
SMBDL,BWM-DR07,9,1020923
SMBDL,BWM-DR08,1,37603
SMBDL,CEPDR,3,426735
SMBDL,CEPshDL,1,37450
SMBDL,GLRDL,1,4200
SMBDL,GLRDR,1,41941
SMBDL,GLRR,1,36638
SMBDL,OLQDR,3,67089
SMBDL,RICR,1,2008
SMBDL,RMDDL,7,242579
SMBDL,RMED,11,2055774
SMBDL,RMHL,1,33506
SMBDL,SAAVR,3,802509
SMBDL,SIBDL,1,11500
SMBDL,SIBVL,1,76787
SMBDL,SIBVR,1,1205
SMBDL,SMBDR,1,28700
SMBDL,SMDDL,1,34085
SMBDR,BWM-DL01,2,894486
SMBDR,BWM-DL02,2,90832
SMBDR,BWM-DL03,2,2566376
SMBDR,BWM-DL04,2,455933
SMBDR,BWM-DL05,7,1393016
SMBDR,BWM-DL07,1,562754
SMBDR,BWM-DL08,1,64895
SMBDR,CEPDL,3,383696
SMBDR,GLRDL,2,96449
SMBDR,GLRL,2,34683
SMBDR,RIVR,1,36659
SMBDR,RMDDR,4,284332
SMBDR,RMDVL,1,88400
SMBDR,RMED,7,2617748
SMBDR,SAAVL,3,552141
SMBVL,BWM-VL01,2,636284
SMBVL,BWM-VL02,1,40683
SMBVL,BWM-VL03,3,478007
SMBVL,BWM-VL04,2,138630
SMBVL,BWM-VL05,4,360480
SMBVL,BWM-VL06,1,48088
SMBVL,BWM-VL07,2,108975
SMBVL,CEPVL,2,116061
SMBVL,GLRL,1,29426
SMBVL,GLRVL,1,8690
SMBVL,RMDVR,1,36490
SMBVL,RMEV,5,304588
SMBVL,SAADL,4,545600
SMBVR,BWM-VR01,2,699078
SMBVR,BWM-VR02,1,128013
SMBVR,BWM-VR03,3,1004677
SMBVR,BWM-VR04,1,265239
SMBVR,BWM-VR05,3,420639
SMBVR,BWM-VR07,1,64701
SMBVR,BWM-VR08,1,59642
SMBVR,CEPVR,2,161620
SMBVR,CEPshVR,1,23796
SMBVR,GLRR,1,22305
SMBVR,RMEV,5,826087
SMBVR,SAADR,4,717004
SMDDL,AVEL,1,143097
SMDDL,BWM-DL03,1,13176
SMDDL,BWM-DR01,3,293943
SMDDL,BWM-DR03,3,575081
SMDDL,BWM-DR05,3,464377
SMDDL,BWM-VL01,1,7593
SMDDL,CEPDR,4,566033
SMDDL,IL1DR,1,38590
SMDDL,RIAL,10,3227892
SMDDL,RIAR,2,907782
SMDDL,RICL,1,143790
SMDDL,RIML,1,13810
SMDDL,RIS,2,39390
SMDDL,RMDR,1,101808
SMDDL,RMED,2,292948
SMDDL,RMEV,1,134829
SMDDL,SMBDL,1,111230
SMDDL,SMDDR,1,7027
SMDDL,SMDVR,5,638406
SMDDR,AVER,1,4498
SMDDR,BWM-DL03,1,11212
SMDDR,BWM-DL05,3,165772
SMDDR,BWM-DR01,1,951
SMDDR,BWM-DR03,2,473058
SMDDR,CEPDL,4,294722
SMDDR,RIAL,13,3262641
SMDDR,RIAR,5,506517
SMDDR,RIS,1,153102
SMDDR,RMDR,1,102592
SMDDR,RMEV,2,250742
SMDDR,RMFR,1,10082
SMDDR,SIADR,3,21704
SMDDR,SMDVL,5,536008
SMDVL,BWM-DL01,1,119938
SMDVL,BWM-VL01,1,57923
SMDVL,BWM-VR01,2,125134
SMDVL,BWM-VR03,2,138883
SMDVL,CEPVR,2,5446
SMDVL,RIAL,6,1474705
SMDVL,RIAR,7,1583767
SMDVL,RMED,1,3875
SMDVL,RMEV,1,13662
SMDVL,SMDDR,10,678267
SMDVR,BWM-VL01,6,604128
SMDVR,BWM-VL03,4,185143
SMDVR,CEPVL,2,18179
SMDVR,RIAL,4,1744979
SMDVR,RIAR,8,1873889
SMDVR,RIVR,1,6248
SMDVR,RMED,4,875022
SMDVR,SMDDL,10,993214
URADL,BWM-DL01,4,330054
URADL,BWM-DL02,5,369975
URADL,IL1DL,5,1213050
URADL,RIPL,2,311921
URADL,RMDVL,2,356760
URADL,RMEL,2,256293
URADL,RMEV,1,347
URADR,BWM-DR01,3,453824
URADR,BWM-DR02,3,535896
URADR,BWM-DR03,1,47892
URADR,IL1DR,1,6214
URADR,RIPR,2,448707
URADR,RMDDL,2,230277
URADR,RMDVR,1,10501
URADR,RMED,2,499144
URADR,RMEL,1,58508
URADR,RMER,3,369838
URAVL,BWM-VL01,3,372309
URAVL,BWM-VL02,5,755458
URAVL,BWM-VL03,1,37437
URAVL,CEPshVL,1,46206
URAVL,IL1L,2,28564
URAVL,IL1VL,4,213748
URAVL,RIPL,3,230619
URAVL,RMDDL,3,509386
URAVL,RMDVR,4,176356
URAVL,RMED,2,30698
URAVL,RMEL,1,350905
URAVL,RMEV,6,719419
URAVL,SMDDL,1,162684
URAVL,URYVL,1,7810
URAVR,BWM-VR01,6,923928
URAVR,BWM-VR02,6,1008576
URAVR,IL1R,1,299394
URAVR,IL1VR,3,57532
URAVR,IL2VR,2,150985
URAVR,RIPR,3,350973
URAVR,RMED,1,29406
URAVR,RMEL,1,11080
URAVR,RMER,2,400518
URAVR,RMEV,2,804408
URBL,ADAL,1,61346
URBL,ADEL,2,242559
URBL,AIML,1,208696
URBL,AVBL,3,735454
URBL,AVDL,1,42437
URBL,CEPDL,1,116000
URBL,CEPVL,1,71414
URBL,IL2L,2,230912
URBL,RICL,1,131328
URBL,RMDL,5,2049576
URBL,RMDR,1,13375
URBL,RMFR,3,171615
URBL,RMHR,2,107333
URBL,SMBDR,1,102895
URBL,URADL,1,328416
URBL,URYDL,2,126644
URBR,ADAR,1,128357
URBR,ADER,1,111879
URBR,AIMR,2,971733
URBR,ASJR,1,26486
URBR,AVAR,1,21075
URBR,AVBR,4,1001442
URBR,AVFL,2,58920
URBR,AVFR,1,42785
URBR,CEPDR,1,21778
URBR,IL2R,1,36800
URBR,OLLR,1,16467
URBR,RIPR,1,3745
URBR,RMDR,6,835402
URBR,RMER,2,139100
URBR,RMHL,4,22319
URBR,SMBDL,1,22003
URBR,SMBVR,1,15276
URBR,URADR,3,703071
URBR,URAVR,2,236562
URXL,ADAL,1,43144
URXL,ADFL,1,10313
URXL,ALML,1,247483
URXL,AUAL,6,752541
URXL,AVEL,1,1304114
URXL,CEPVL,1,91270
URXL,IL1L,2,187629
URXL,IL2L,1,54554
URXL,PVPL,4,53340
URXL,RIAL,14,1146120
URXL,RICR,1,37656
URXL,RIGL,11,2055443
URXL,RIR,2,54089
URXL,RMGL,1,35104
URXR,ALMR,1,30918
URXR,AUAR,9,549335
URXR,AVER,2,382756
URXR,IL1R,2,23812
URXR,RIAR,16,1018736
URXR,RIGR,9,2692729
URXR,RIR,1,24000
URXR,RMGR,2,29714
URYDL,ADAL,2,33682
URYDL,AVAR,1,40080
URYDL,AVBL,1,130797
URYDL,AVDL,3,320321
URYDL,AVER,1,45599
URYDL,RIML,1,34480
URYDL,RMDDR,1,69145
URYDL,RMDVL,2,140698
URYDL,SIBDR,1,1440
URYDL,SMDDR,1,58401
URYDL,URADL,1,8557
URYDR,AIBL,1,7673
URYDR,AVBL,1,142924
URYDR,AVEL,2,275922
URYDR,CEPshDR,1,7111
URYDR,RICR,1,20363
URYDR,RIGR,1,81127
URYDR,RMDDL,1,67452
URYDR,RMDVR,2,247037
URYDR,SIBDL,1,13512
URYDR,SMDDL,2,308815
URYDR,URADR,1,33663
URYVL,AVAR,2,233941
URYVL,AVER,1,4316
URYVL,CEPshVL,2,24946
URYVL,IL1VL,1,14146
URYVL,IL2VL,1,33661
URYVL,RICR,1,116240
URYVL,RIH,1,41440
URYVL,RMDDL,4,466698
URYVL,RMDVR,2,201979
URYVL,RMEV,1,65614
URYVL,SAADL,1,94619
URYVR,AVAL,2,311427
URYVR,AVAR,1,9053
URYVR,AVBL,3,389242
URYVR,AVBR,1,6490
URYVR,AVDL,2,251696
URYVR,AVEL,1,54239
URYVR,DVC,1,40555
URYVR,IL1VR,2,177481
URYVR,IL2VR,2,49736
URYVR,RIBR,1,8464
URYVR,RICL,1,35166
URYVR,RIH,1,128000
URYVR,RIMR,1,8972
URYVR,RMDDR,2,82680
URYVR,SAADR,2,233201
